Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,appid,Date,Game_Name,Genre,price,windows,mac,linux
19-May,17805.96,1667.85,10.33%,32498,https://steamcharts.com/app/306130,306130,5/1/2019,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
19-Apr,16138.11,2521.62,18.52%,28980,https://steamcharts.com/app/306130,306130,4/1/2019,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
19-Mar,13616.49,186.91,1.39%,31851,https://steamcharts.com/app/306130,306130,3/1/2019,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
19-Feb,13429.59,1021.19,8.23%,24158,https://steamcharts.com/app/306130,306130,2/1/2019,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
19-Jan,12408.4,387.87,3.23%,21996,https://steamcharts.com/app/306130,306130,1/1/2019,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Dec,12020.54,1123.45,10.31%,19823,https://steamcharts.com/app/306130,306130,12/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Nov,10897.08,-2017.42,-15.62%,18228,https://steamcharts.com/app/306130,306130,11/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Oct,12914.51,491.87,3.96%,21298,https://steamcharts.com/app/306130,306130,10/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Sep,12422.64,-2155.13,-14.78%,22288,https://steamcharts.com/app/306130,306130,9/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Aug,14577.76,999.52,7.36%,29547,https://steamcharts.com/app/306130,306130,8/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Jul,13578.24,-1869.15,-12.10%,23384,https://steamcharts.com/app/306130,306130,7/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Jun,15447.39,4874.09,46.10%,28296,https://steamcharts.com/app/306130,306130,6/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-May,10573.3,-835.01,-7.32%,21380,https://steamcharts.com/app/306130,306130,5/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Apr,11408.31,1427.97,14.31%,19117,https://steamcharts.com/app/306130,306130,4/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Mar,9980.34,1014.65,11.32%,24641,https://steamcharts.com/app/306130,306130,3/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Feb,8965.69,-1305.7,-12.71%,15284,https://steamcharts.com/app/306130,306130,2/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
18-Jan,10271.4,-1376.86,-11.82%,17705,https://steamcharts.com/app/306130,306130,1/1/2018,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Dec,11648.26,3819.09,48.78%,25928,https://steamcharts.com/app/306130,306130,12/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Nov,7829.17,48.69,0.63%,14783,https://steamcharts.com/app/306130,306130,11/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Oct,7780.48,-390.82,-4.78%,13825,https://steamcharts.com/app/306130,306130,10/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Sep,8171.3,73.81,0.91%,15470,https://steamcharts.com/app/306130,306130,9/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Aug,8097.48,-281.26,-3.36%,18457,https://steamcharts.com/app/306130,306130,8/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Jul,8378.74,-1535.89,-15.49%,14351,https://steamcharts.com/app/306130,306130,7/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Jun,9914.64,680.63,7.37%,16788,https://steamcharts.com/app/306130,306130,6/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-May,9234.0,-2032.25,-18.04%,16676,https://steamcharts.com/app/306130,306130,5/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Apr,11266.26,3836.67,51.64%,29979,https://steamcharts.com/app/306130,306130,4/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Mar,7429.58,-2149.5,-22.44%,13220,https://steamcharts.com/app/306130,306130,3/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Feb,9579.08,1895.06,24.66%,17655,https://steamcharts.com/app/306130,306130,2/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
17-Jan,7684.02,-1980.37,-20.49%,13704,https://steamcharts.com/app/306130,306130,1/1/2017,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Dec,9664.39,626.94,6.94%,20167,https://steamcharts.com/app/306130,306130,12/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Nov,9037.45,5807.39,179.79%,29305,https://steamcharts.com/app/306130,306130,11/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Oct,3230.06,918.11,39.71%,6653,https://steamcharts.com/app/306130,306130,10/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Sep,2311.95,-681.46,-22.77%,3950,https://steamcharts.com/app/306130,306130,9/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Aug,2993.41,-292.98,-8.91%,6114,https://steamcharts.com/app/306130,306130,8/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Jul,3286.39,467.68,16.59%,7008,https://steamcharts.com/app/306130,306130,7/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Jun,2818.71,1166.03,70.55%,5544,https://steamcharts.com/app/306130,306130,6/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-May,1652.68,-228.72,-12.16%,3240,https://steamcharts.com/app/306130,306130,5/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Apr,1881.4,-543.52,-22.41%,3461,https://steamcharts.com/app/306130,306130,4/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Mar,2424.92,-99.02,-3.92%,4852,https://steamcharts.com/app/306130,306130,3/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Feb,2523.94,-1346.39,-34.79%,4524,https://steamcharts.com/app/306130,306130,2/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
16-Jan,3870.33,599.33,18.32%,8572,https://steamcharts.com/app/306130,306130,1/1/2016,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Dec,3271.0,1686.11,106.39%,7279,https://steamcharts.com/app/306130,306130,12/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Nov,1584.89,-71.64,-4.32%,4487,https://steamcharts.com/app/306130,306130,11/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Oct,1656.53,-691.75,-29.46%,2828,https://steamcharts.com/app/306130,306130,10/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Sep,2348.28,-29.02,-1.22%,4700,https://steamcharts.com/app/306130,306130,9/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Aug,2377.3,-329.58,-12.18%,5030,https://steamcharts.com/app/306130,306130,8/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Jul,2706.88,557.71,25.95%,5971,https://steamcharts.com/app/306130,306130,7/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Jun,2149.18,237.62,12.43%,3347,https://steamcharts.com/app/306130,306130,6/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-May,1911.55,-545.45,-22.20%,3208,https://steamcharts.com/app/306130,306130,5/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
15-Apr,2457.01,334.58,15.76%,4333,https://steamcharts.com/app/306130,306130,4/1/2015,The Elder Scrolls Online,Massively Multiplayer;RPG,14.99,True,True,False
