Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,appid,Date,Game_Name,Genre,price,windows,mac,linux
14-Jul,14022.64,317.67,2.32%,28048,https://steamcharts.com/app/105600,105600,7/1/2014,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
14-Jun,13704.97,2589.03,23.29%,32249,https://steamcharts.com/app/105600,105600,6/1/2014,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
14-May,11115.93,4676.99,72.64%,26328,https://steamcharts.com/app/105600,105600,5/1/2014,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
14-Apr,6438.95,-774.59,-10.74%,11069,https://steamcharts.com/app/105600,105600,4/1/2014,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
14-Mar,7213.54,-1182.58,-14.08%,14336,https://steamcharts.com/app/105600,105600,3/1/2014,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
14-Feb,8396.13,-2453.46,-22.61%,17002,https://steamcharts.com/app/105600,105600,2/1/2014,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
14-Jan,10849.59,-3262.31,-23.12%,22962,https://steamcharts.com/app/105600,105600,1/1/2014,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Dec,14111.89,-2319.99,-14.12%,27274,https://steamcharts.com/app/105600,105600,12/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Nov,16431.88,-24625.22,-59.98%,40370,https://steamcharts.com/app/105600,105600,11/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Oct,41057.1,36447.22,790.63%,97392,https://steamcharts.com/app/105600,105600,10/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Sep,4609.88,-308.02,-6.26%,12057,https://steamcharts.com/app/105600,105600,9/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Aug,4917.9,-2256.11,-31.45%,8392,https://steamcharts.com/app/105600,105600,8/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Jul,7174.02,1097.12,18.05%,18750,https://steamcharts.com/app/105600,105600,7/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Jun,6076.89,-514.28,-7.80%,11339,https://steamcharts.com/app/105600,105600,6/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-May,6591.18,541.06,8.94%,14305,https://steamcharts.com/app/105600,105600,5/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Apr,6050.11,959.07,18.84%,11856,https://steamcharts.com/app/105600,105600,4/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Mar,5091.04,882.77,20.98%,14259,https://steamcharts.com/app/105600,105600,3/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Feb,4208.27,-1817.09,-30.16%,8502,https://steamcharts.com/app/105600,105600,2/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
13-Jan,6025.35,1383.28,29.80%,13303,https://steamcharts.com/app/105600,105600,1/1/2013,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
12-Dec,4642.07,665.93,16.75%,9119,https://steamcharts.com/app/105600,105600,12/1/2012,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
12-Nov,3976.15,785.12,24.60%,10799,https://steamcharts.com/app/105600,105600,11/1/2012,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
12-Oct,3191.02,-728.94,-18.60%,6664,https://steamcharts.com/app/105600,105600,10/1/2012,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
12-Sep,3919.96,-796.11,-16.88%,8503,https://steamcharts.com/app/105600,105600,9/1/2012,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
12-Aug,4716.07,-4306.7,-47.73%,8399,https://steamcharts.com/app/105600,105600,8/1/2012,Terraria,Action;Adventure;Indie;RPG,6.99,True,True,True
21-Sep,25179.81,593.23,2.41%,43439,https://steamcharts.com/app/236390,236390,9/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Aug,24586.58,1585.16,6.89%,38188,https://steamcharts.com/app/236390,236390,8/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Jul,23001.42,-1870.04,-7.52%,33676,https://steamcharts.com/app/236390,236390,7/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Jun,24871.47,-670.46,-2.62%,39776,https://steamcharts.com/app/236390,236390,6/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-May,25541.92,-2308.09,-8.29%,40505,https://steamcharts.com/app/236390,236390,5/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Apr,27850.01,-2173.2,-7.24%,63379,https://steamcharts.com/app/236390,236390,4/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Mar,30023.21,1420.74,4.97%,54451,https://steamcharts.com/app/236390,236390,3/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Feb,28602.47,1124.78,4.09%,43065,https://steamcharts.com/app/236390,236390,2/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Jan,27477.69,441.49,1.63%,39887,https://steamcharts.com/app/236390,236390,1/1/2021,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Dec,27036.2,-1408.4,-4.95%,49784,https://steamcharts.com/app/236390,236390,12/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Nov,28444.6,7482.61,35.70%,55865,https://steamcharts.com/app/236390,236390,11/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Oct,20961.98,-249.99,-1.18%,41463,https://steamcharts.com/app/236390,236390,10/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Sep,21211.97,-289.07,-1.34%,35475,https://steamcharts.com/app/236390,236390,9/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Aug,21501.04,2348.62,12.26%,35019,https://steamcharts.com/app/236390,236390,8/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Jul,19152.43,-1248.22,-6.12%,29402,https://steamcharts.com/app/236390,236390,7/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Jun,20400.64,-2076.35,-9.24%,32424,https://steamcharts.com/app/236390,236390,6/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-May,22476.99,-2313.17,-9.33%,38871,https://steamcharts.com/app/236390,236390,5/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Apr,24790.16,4469.1,21.99%,43584,https://steamcharts.com/app/236390,236390,4/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Mar,20321.06,5402.72,36.22%,35377,https://steamcharts.com/app/236390,236390,3/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Feb,14918.34,1092.94,7.91%,23963,https://steamcharts.com/app/236390,236390,2/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
20-Jan,13825.4,437.01,3.26%,21319,https://steamcharts.com/app/236390,236390,1/1/2020,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Dec,13388.39,973.86,7.84%,23388,https://steamcharts.com/app/236390,236390,12/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Nov,12414.53,-132.89,-1.06%,21420,https://steamcharts.com/app/236390,236390,11/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Oct,12547.42,-8.0,-0.06%,22713,https://steamcharts.com/app/236390,236390,10/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Sep,12555.42,488.88,4.05%,22878,https://steamcharts.com/app/236390,236390,9/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Aug,12066.54,1003.51,9.07%,18688,https://steamcharts.com/app/236390,236390,8/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Jul,11063.03,-611.3,-5.24%,15867,https://steamcharts.com/app/236390,236390,7/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Jun,11674.33,-475.93,-3.92%,17809,https://steamcharts.com/app/236390,236390,6/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-May,12150.26,-1144.4,-8.61%,20970,https://steamcharts.com/app/236390,236390,5/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Apr,13294.67,-180.66,-1.34%,25719,https://steamcharts.com/app/236390,236390,4/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Mar,13475.33,1360.79,11.23%,23410,https://steamcharts.com/app/236390,236390,3/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Feb,12114.54,-1305.72,-9.73%,20164,https://steamcharts.com/app/236390,236390,2/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
19-Jan,13420.26,91.89,0.69%,21094,https://steamcharts.com/app/236390,236390,1/1/2019,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Dec,13328.36,1077.85,8.80%,23243,https://steamcharts.com/app/236390,236390,12/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Nov,12250.51,-440.13,-3.47%,23467,https://steamcharts.com/app/236390,236390,11/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Oct,12690.64,749.8,6.28%,26688,https://steamcharts.com/app/236390,236390,10/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Sep,11940.84,-27.96,-0.23%,22517,https://steamcharts.com/app/236390,236390,9/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Aug,11968.81,441.13,3.83%,18655,https://steamcharts.com/app/236390,236390,8/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Jul,11527.68,-844.41,-6.83%,17640,https://steamcharts.com/app/236390,236390,7/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Jun,12372.09,831.91,7.21%,21592,https://steamcharts.com/app/236390,236390,6/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-May,11540.18,-1643.31,-12.46%,19514,https://steamcharts.com/app/236390,236390,5/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Apr,13183.49,-248.09,-1.85%,25982,https://steamcharts.com/app/236390,236390,4/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Mar,13431.58,2340.62,21.10%,27595,https://steamcharts.com/app/236390,236390,3/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Feb,11090.97,-524.35,-4.51%,19024,https://steamcharts.com/app/236390,236390,2/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
18-Jan,11615.32,-264.09,-2.22%,19041,https://steamcharts.com/app/236390,236390,1/1/2018,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Dec,11879.4,-72.34,-0.61%,20886,https://steamcharts.com/app/236390,236390,12/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Nov,11951.74,1270.35,11.89%,22828,https://steamcharts.com/app/236390,236390,11/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Oct,10681.39,216.59,2.07%,20125,https://steamcharts.com/app/236390,236390,10/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Sep,10464.8,314.79,3.10%,19330,https://steamcharts.com/app/236390,236390,9/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Aug,10150.01,770.04,8.21%,15683,https://steamcharts.com/app/236390,236390,8/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Jul,9379.97,-924.09,-8.97%,15731,https://steamcharts.com/app/236390,236390,7/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Jun,10304.06,-485.13,-4.50%,18621,https://steamcharts.com/app/236390,236390,6/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-May,10789.19,-41.28,-0.38%,20075,https://steamcharts.com/app/236390,236390,5/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Apr,10830.48,-163.76,-1.49%,22217,https://steamcharts.com/app/236390,236390,4/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Mar,10994.24,164.92,1.52%,21344,https://steamcharts.com/app/236390,236390,3/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Feb,10829.32,-518.62,-4.57%,18472,https://steamcharts.com/app/236390,236390,2/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
17-Jan,11347.94,697.34,6.55%,19324,https://steamcharts.com/app/236390,236390,1/1/2017,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Dec,10650.6,725.75,7.31%,20797,https://steamcharts.com/app/236390,236390,12/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Nov,9924.85,-1091.9,-9.91%,17816,https://steamcharts.com/app/236390,236390,11/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Oct,11016.75,1486.95,15.60%,21819,https://steamcharts.com/app/236390,236390,10/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Sep,9529.8,-546.01,-5.42%,24737,https://steamcharts.com/app/236390,236390,9/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Aug,10075.81,379.47,3.91%,17301,https://steamcharts.com/app/236390,236390,8/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Jul,9696.34,-1382.98,-12.48%,14474,https://steamcharts.com/app/236390,236390,7/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Jun,11079.32,742.83,7.19%,23531,https://steamcharts.com/app/236390,236390,6/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-May,10336.49,-756.66,-6.82%,17740,https://steamcharts.com/app/236390,236390,5/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Apr,11093.15,-515.85,-4.44%,20631,https://steamcharts.com/app/236390,236390,4/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Mar,11608.99,1215.52,11.70%,24087,https://steamcharts.com/app/236390,236390,3/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Feb,10393.47,-799.36,-7.14%,17810,https://steamcharts.com/app/236390,236390,2/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
16-Jan,11192.82,-91.51,-0.81%,22378,https://steamcharts.com/app/236390,236390,1/1/2016,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Dec,11284.34,-211.49,-1.84%,23811,https://steamcharts.com/app/236390,236390,12/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Nov,11495.83,2406.41,26.47%,35236,https://steamcharts.com/app/236390,236390,11/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Oct,9089.42,224.87,2.54%,17817,https://steamcharts.com/app/236390,236390,10/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Sep,8864.56,-1320.0,-12.96%,15575,https://steamcharts.com/app/236390,236390,9/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Aug,10184.55,-938.94,-8.44%,15228,https://steamcharts.com/app/236390,236390,8/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Jul,11123.5,1068.95,10.63%,18204,https://steamcharts.com/app/236390,236390,7/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Jun,10054.55,-3150.59,-23.86%,21073,https://steamcharts.com/app/236390,236390,6/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-May,13205.13,1625.89,14.04%,25134,https://steamcharts.com/app/236390,236390,5/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Apr,11579.25,-2705.65,-18.94%,24962,https://steamcharts.com/app/236390,236390,4/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Mar,14284.9,1070.33,8.10%,29480,https://steamcharts.com/app/236390,236390,3/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Feb,13214.57,2045.04,18.31%,29040,https://steamcharts.com/app/236390,236390,2/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
15-Jan,11169.53,814.94,7.87%,23837,https://steamcharts.com/app/236390,236390,1/1/2015,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Dec,10354.59,2160.78,26.37%,22249,https://steamcharts.com/app/236390,236390,12/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Nov,8193.81,-746.84,-8.35%,17205,https://steamcharts.com/app/236390,236390,11/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Oct,8940.65,2649.49,42.11%,24601,https://steamcharts.com/app/236390,236390,10/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Sep,6291.17,-1329.22,-17.44%,11178,https://steamcharts.com/app/236390,236390,9/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Aug,7620.39,115.81,1.54%,15720,https://steamcharts.com/app/236390,236390,8/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Jul,7504.58,-1101.69,-12.80%,11994,https://steamcharts.com/app/236390,236390,7/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Jun,8606.26,-2257.15,-20.78%,16117,https://steamcharts.com/app/236390,236390,6/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-May,10863.41,3772.09,53.19%,26228,https://steamcharts.com/app/236390,236390,5/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Apr,7091.33,1649.47,30.31%,20438,https://steamcharts.com/app/236390,236390,4/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Mar,5441.85,-766.12,-12.34%,11541,https://steamcharts.com/app/236390,236390,3/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Feb,6207.97,-868.71,-12.28%,11730,https://steamcharts.com/app/236390,236390,2/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
14-Jan,7076.68,250.93,3.68%,12146,https://steamcharts.com/app/236390,236390,1/1/2014,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-Dec,6825.75,1210.67,21.56%,22129,https://steamcharts.com/app/236390,236390,12/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-Nov,5615.08,-197.81,-3.40%,13218,https://steamcharts.com/app/236390,236390,11/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-Oct,5812.89,-1774.08,-23.38%,12446,https://steamcharts.com/app/236390,236390,10/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-Sep,7586.98,3467.68,84.18%,18880,https://steamcharts.com/app/236390,236390,9/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-Aug,4119.29,4119.25,8575521.59%,12850,https://steamcharts.com/app/236390,236390,8/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-Jul,0.05,-0.03,-40.99%,1,https://steamcharts.com/app/236390,236390,7/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-Jun,0.08,0.08,#NAME?,2,https://steamcharts.com/app/236390,236390,6/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
13-May,0.0,-0.02,-100.00%,0,https://steamcharts.com/app/236390,236390,5/1/2013,War Thunder,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,True,True
21-Sep,25229.77,-2198.14,-8.01%,49799,https://steamcharts.com/app/394360,394360,9/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Aug,27427.91,1738.63,6.77%,40192,https://steamcharts.com/app/394360,394360,8/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Jul,25689.28,604.8,2.41%,37682,https://steamcharts.com/app/394360,394360,7/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Jun,25084.48,-858.45,-3.31%,38987,https://steamcharts.com/app/394360,394360,6/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-May,25942.93,1675.43,6.90%,44939,https://steamcharts.com/app/394360,394360,5/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Apr,24267.49,293.62,1.22%,39040,https://steamcharts.com/app/394360,394360,4/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Mar,23973.87,-502.8,-2.05%,41869,https://steamcharts.com/app/394360,394360,3/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Feb,24476.67,-344.0,-1.39%,38222,https://steamcharts.com/app/394360,394360,2/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
21-Jan,24820.66,2069.94,9.10%,38745,https://steamcharts.com/app/394360,394360,1/1/2021,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Dec,22750.73,-571.08,-2.45%,36406,https://steamcharts.com/app/394360,394360,12/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Nov,23321.8,2101.04,9.90%,38790,https://steamcharts.com/app/394360,394360,11/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Oct,21220.76,3242.82,18.04%,37173,https://steamcharts.com/app/394360,394360,10/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Sep,17977.94,-3772.72,-17.35%,32124,https://steamcharts.com/app/394360,394360,9/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Aug,21750.65,-722.68,-3.22%,32368,https://steamcharts.com/app/394360,394360,8/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Jul,22473.33,2093.03,10.27%,32840,https://steamcharts.com/app/394360,394360,7/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Jun,20380.3,-29.18,-0.14%,32549,https://steamcharts.com/app/394360,394360,6/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-May,20409.48,564.02,2.84%,31931,https://steamcharts.com/app/394360,394360,5/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Apr,19845.46,-1851.9,-8.54%,29769,https://steamcharts.com/app/394360,394360,4/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Mar,21697.36,1648.9,8.22%,42745,https://steamcharts.com/app/394360,394360,3/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Feb,20048.47,2370.23,13.41%,46234,https://steamcharts.com/app/394360,394360,2/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
20-Jan,17678.24,1463.49,9.03%,30319,https://steamcharts.com/app/394360,394360,1/1/2020,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Dec,16214.75,637.33,4.09%,28404,https://steamcharts.com/app/394360,394360,12/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Nov,15577.42,512.64,3.40%,27610,https://steamcharts.com/app/394360,394360,11/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Oct,15064.78,151.21,1.01%,29449,https://steamcharts.com/app/394360,394360,10/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Sep,14913.57,-847.12,-5.37%,26007,https://steamcharts.com/app/394360,394360,9/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Aug,15760.69,-199.7,-1.25%,24715,https://steamcharts.com/app/394360,394360,8/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Jul,15960.39,-202.97,-1.26%,24593,https://steamcharts.com/app/394360,394360,7/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Jun,16163.36,3077.03,23.51%,26106,https://steamcharts.com/app/394360,394360,6/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-May,13086.33,-1279.1,-8.90%,23173,https://steamcharts.com/app/394360,394360,5/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Apr,14365.43,-5784.29,-28.71%,26950,https://steamcharts.com/app/394360,394360,4/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Mar,20149.73,4170.64,26.10%,46806,https://steamcharts.com/app/394360,394360,3/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Feb,15979.09,881.91,5.84%,43178,https://steamcharts.com/app/394360,394360,2/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
19-Jan,15097.19,1462.15,10.72%,27330,https://steamcharts.com/app/394360,394360,1/1/2019,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Dec,13635.03,713.68,5.52%,24176,https://steamcharts.com/app/394360,394360,12/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Nov,12921.36,325.97,2.59%,24535,https://steamcharts.com/app/394360,394360,11/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Oct,12595.39,-1027.02,-7.54%,24488,https://steamcharts.com/app/394360,394360,10/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
18-Sep,13622.41,-84.14,-0.61%,24685,https://steamcharts.com/app/394360,394360,9/1/2018,Hearts of Iron IV,Simulation;Strategy,34.99,True,True,True
